"person_id","income_year2000","income_year2001","income_year2002","income_year2003","income_year2004","income_year2005","income_year2006","income_year2007","income_year2008","income_year2009","income_year2010","gender","occupation_busdriver","occupation_cashier","occupation_nurse"
"731","34.18","35.35","37.24","38.86","40.03","42.64","42.87","44.53","46.13","48.29","49.75","Male","0","1","0"
"732","21.99","22.36","20.98","22.07","23.95","25.93","28.43","28","27.55","29.42","29.26","Male","0","1","0"
"733","32.64","32.6","34.04","34.82","35.09","34.11","37.17","37.48","36.26","37.5","37.69","Male","1","0","0"
"734","45.88","47.11","49.28","50.59","52.98","56.53","58.41","62.4","64.86","66.6","68.7","Male","0","0","1"
"735","34.38","37.5","40.98","41.81","43.22","46.17","48.47","51.06","51.92","54.12","57.39","Male","0","0","1"
"736","23.1","23.09","25.01","26.71","27.49","30.05","32.25","30.81","31.89","34.17","34.71","Male","0","1","0"
"737","29.49","31.83","32.32","32.3","33.94","34.41","36.28","39.99","42.25","43.79","45.58","Male","0","0","1"
"738","26.32","27.3","26.17","27.21","28.85","29.88","32.18","34.59","36.24","37.78","40.94","Male","0","0","1"
"739","27.75","30.34","31.31","31.43","31.38","33.03","34.41","37.4","40.52","42.58","44.12","Male","1","0","0"
"740","21.99","23.58","26.06","27.03","27.3","27.29","28.6","28.31","30.7","32.14","34.24","Male","0","1","0"
"741","23.82","24.08","26.23","28.94","29.23","31.39","32.34","33.63","35.2","38.33","38.63","Male","0","1","0"
"742","22.59","23.64","23.88","23.82","25.06","25.44","28.77","30.42","31.38","32.38","33.68","Male","0","1","0"
"743","21.9","23.39","24.79","26.12","26.15","26.64","28.4","29.33","30.9","31.15","32.15","Male","0","1","0"
"744","28.23","28.07","28.6","31.1","32.68","34.81","36.85","37.85","37.66","38.74","39.49","Male","0","1","0"
"745","36.33","37.52","36.37","36.8","38.53","39.72","39.46","41.02","42.47","44.02","44.77","Male","1","0","0"
"746","26.56","29.81","30.95","33.87","35.18","36.14","37.62","40.37","42.66","44.15","45.37","Male","0","0","1"
"747","33.82","35.3","36.06","38.96","41.62","43.16","45.33","46.47","47.76","48.5","50.35","Male","0","0","1"
"748","37.61","39.54","39.55","43.39","46.17","48.36","51.04","52.37","54.92","58.44","60.79","Male","0","0","1"
"749","24.5","26.08","27.21","29.23","30.64","31.8","34.38","33.88","36.3","38.51","40.46","Male","0","1","0"
"750","30.68","32.16","32.75","36.01","37.63","38.81","42.28","44.43","46.12","48.26","49.65","Male","0","0","1"
"751","30.76","32.51","34.23","36.78","38.53","40.21","41.01","43.84","44.88","46.56","47.84","Male","0","1","0"
"752","36.51","39.75","40.53","41.6","44.34","46.85","50.26","52.91","55.3","57.41","59.23","Male","0","0","1"
"753","28.69","28.55","30.38","33.19","34.32","34.58","36.8","38.25","40.34","42.2","44.88","Male","0","1","0"
"754","25.83","28.75","28.34","30.42","32.41","32.46","33.34","34.4","35.13","34.95","37.03","Male","0","1","0"
"755","45.89","47.84","49.81","51.98","55.19","57.58","59.18","61.28","62.33","65.64","67.51","Male","0","0","1"
"756","29.82","31.57","34.01","35.5","37.59","38.32","40.96","42.52","46.44","47.08","48.62","Male","0","1","0"
"757","31.5","31.69","32.56","33.43","33.9","34.51","36.42","38.18","38.29","39.55","41.09","Male","0","1","0"
"758","19.54","21.09","22.69","22.85","23.23","24.48","24.03","24.43","26.4","26.97","27.68","Male","0","1","0"
"759","29.7","31.7","33.74","33.73","35.98","37.84","37.51","39.2","39.78","41.13","41.8","Male","0","0","1"
"760","39.06","41.57","43.63","46.32","48.86","50.57","54.55","55.29","59.05","60.4","63.78","Male","0","0","1"
"761","25.49","26.77","28.01","29.83","31.83","32.08","33.42","34.26","35.24","37.02","37.87","Male","0","1","0"
"762","27.09","29.72","31.6","30","30.95","31.72","32.74","33.65","32.85","33.43","33.41","Male","0","1","0"
"763","20.52","22.42","23.64","26.41","30.33","30.63","30.27","31.68","34.06","33.75","35.34","Male","0","1","0"
"764","24.91","25.84","28.79","29.73","30.47","31.93","33.21","34.75","36.19","37.5","40.8","Male","0","1","0"
"765","23.17","22.65","24.52","24.84","26.35","28.15","29.75","31.3","32.18","32.89","33","Male","0","1","0"
"766","38.75","39.61","41.2","42.62","42.5","42.18","43.47","43.93","45.56","47.95","49.98","Male","0","0","1"
"767","32.55","33.01","36.35","37.66","40.61","41.18","42.68","43.78","44.7","46","46.21","Male","0","0","1"
"768","26.55","27.46","26.32","26","27.84","29.64","30.65","32.76","33.75","33.34","36.29","Male","0","0","1"
"769","18.63","18.72","20.5","22.33","22.34","24.17","24.02","24.67","26.94","27.14","28.52","Male","1","0","0"
"770","25.04","25.93","25.93","26.59","28.05","29.35","31.56","31.92","34.37","36.21","36.73","Male","0","1","0"
"771","42.29","42.2","42.82","43.93","46.39","48.87","49.53","52.4","52.18","54.12","54.79","Male","0","0","1"
"772","20.81","20.31","19.99","20.6","23.33","23.28","25.02","26.63","27.6","30.44","32.35","Male","0","1","0"
"773","40.15","41.44","42.36","42.65","42.31","42.27","43.07","45.09","45.47","44.29","44.01","Male","1","0","0"
"774","31.06","33.33","34.06","35.24","37.01","36.86","39.15","41.05","41.72","44.84","44.97","Male","0","0","1"
"775","34.6","36.73","37.31","40.1","41.48","43.15","44.03","48.13","53.56","55.57","58.68","Male","0","0","1"
"776","24.82","24.71","26.22","27.25","27.12","29.36","31.11","30.37","31.77","33.46","35.85","Male","0","1","0"
"777","24.39","25.53","27.93","29.93","32.65","34.09","36.1","38.39","38.5","41.03","42.55","Male","0","1","0"
"778","33.1","34.5","38.79","40.75","41.74","44.36","45.83","49.34","50.99","53.46","54.79","Male","0","0","1"
"779","25.73","26.76","27.33","27.95","28.67","30.03","29.91","32.21","33.46","35.2","37.3","Male","1","0","0"
"780","29.49","29.94","32.61","33.71","35.59","35.95","35.25","35.83","36.45","35.36","36.12","Male","1","0","0"
"781","40.26","43.5","46.8","46.46","49.1","50.37","51.24","53.24","56.21","58.51","62.17","Male","0","0","1"
"782","37.87","38.59","39.78","39.62","39.71","40.89","41.28","42.36","44.01","46.46","47.19","Male","1","0","0"
"783","32.15","33.07","33.74","34.71","36.08","37.04","37.35","36.9","37.65","39.26","40.77","Male","1","0","0"
"784","30.53","31.48","33.73","33.55","35.76","37.66","37.85","38.54","38.97","40.36","42.25","Male","1","0","0"
"785","17.51","19.46","21.16","22.58","24.56","26.56","27.31","28.82","29.17","29.09","30.07","Male","0","1","0"
"786","18.15","19.74","20.91","22.18","23.81","26.35","28.69","30.83","33.2","34.78","36.41","Male","0","1","0"
"787","36.5","35.66","37.25","37.9","41.93","43.37","45.87","47.32","47.53","48.84","52.08","Male","0","0","1"
"788","37.4","38.02","41.86","43.28","46.62","50.1","52.86","53.78","55.67","60.99","61.74","Male","0","0","1"
"789","28.95","30.22","30.71","32.56","34.29","35.83","36.48","37.63","40.72","40.79","41.59","Male","0","1","0"
"790","40.49","42.13","43.98","44.91","47.09","47.85","51.43","52.94","54.7","57.31","57.47","Male","0","0","1"
"791","37.08","38.17","38.85","42.27","42.75","45.06","48.02","49.52","51.35","54.02","58.6","Male","0","0","1"
"792","34.76","35.7","37.15","38.61","41.29","42.92","41.77","44.32","46.94","48.59","49.44","Male","0","0","1"
"793","32.34","33.42","34.04","34.5","37.47","38.45","41.15","43.89","44.52","48.18","51.75","Male","0","0","1"
"794","34.95","36.93","38","40.75","41.63","42.03","44.26","48.1","51.17","54.61","55.76","Male","0","0","1"
"795","19.95","20.21","20.79","21.59","22.26","22.31","24.71","24.48","25.59","26.22","27.62","Male","0","1","0"
"796","28.37","30.02","30.01","31.74","31.32","31.63","32.91","33.76","34.46","35.8","38.69","Male","0","1","0"
"797","25.52","24.95","26.13","29.17","30.63","31.62","32.59","33.95","35.64","37.56","39.27","Male","1","0","0"
"798","29.22","29.76","31.16","31.38","31.97","35.13","35.65","38.13","40.99","42.25","43.81","Male","0","1","0"
"799","33.42","36.6","40.04","42.28","45.39","46.67","48.16","49.6","52.74","54.31","59.54","Male","0","0","1"
"800","21.74","22.28","24.02","25.96","27.34","27.65","27.32","27.04","29.16","31.91","32.83","Male","0","1","0"
"801","22.59","23.27","24.57","26.57","26.29","27.7","29.26","30.13","30.34","30.72","32.95","Male","0","1","0"
"802","26.03","27.26","27.65","29.6","31.96","32.04","32.66","33.85","34.75","35.89","38.44","Male","1","0","0"
"803","30.38","31.07","33.49","34.98","36.84","37.74","38.88","40.35","42.27","44.81","47.32","Male","0","1","0"
"804","19.63","23.23","25.15","26.45","26.27","29.4","32.23","34.79","36.63","39.14","39.89","Male","0","1","0"
"805","36.02","36.64","37.8","41.69","44.24","46.4","49.56","51.65","51.7","54.34","53.75","Male","0","0","1"
"806","41.61","43","45.7","48.39","50.03","51.54","54.5","56.07","57.67","59.27","61.64","Male","0","0","1"
"807","41.87","42.4","42.83","45.5","47.18","49.63","50.89","54.04","55.94","59.05","61.57","Male","0","0","1"
"808","25.58","24.7","24.86","25.09","25.03","24.98","25.33","27.21","27.62","29.21","30.04","Male","1","0","0"
"809","23.44","26.44","28.92","29.58","29.49","29.36","31.72","32.93","36","36.19","35.77","Male","0","1","0"
"810","36.5","38.7","39.49","38.13","37.94","38.01","36.05","37.81","38.03","38.66","40.44","Male","1","0","0"
"811","26.14","27.78","30.15","32.05","32.88","32.35","33.72","34.18","35.05","34.76","35.97","Male","1","0","0"
"812","36.28","38.41","41.65","44.23","45.31","49.28","53.23","55.91","57.93","63.08","66.51","Male","0","0","1"
"813","29.79","32.36","34.65","36.75","36.21","36.64","35.98","38.56","39.6","41.21","42.24","Male","0","1","0"
"814","25.33","26.36","27.66","29.03","30.88","32.34","32.94","34.16","36.69","37.32","37.8","Male","0","1","0"
"815","28.41","28.52","28.96","31.49","35.9","38.17","39.74","42.13","43.66","45.54","46.54","Male","0","0","1"
"816","36.98","38.71","41.19","43.42","43.85","45.13","45.93","48.83","49.89","53.87","56.81","Male","0","0","1"
"817","23.94","24.67","27.6","27.73","26.56","27.17","30.2","31.33","30.67","32.24","31.83","Male","0","1","0"
"818","32.25","34.88","36.39","36.42","37.24","40.92","43.18","45.77","47.95","50.29","52.96","Male","0","0","1"
"819","33.97","36.7","37.68","40.55","42.12","42.86","44.82","46.02","48.38","50.32","52.49","Male","0","0","1"
"820","33.17","34.83","34.66","37.6","38.83","40.24","40.24","42.82","43.48","44.87","45.55","Male","1","0","0"
"821","26.4","26.56","28.06","29.38","32.41","34.08","36.12","38.42","38.1","39.9","40.58","Male","0","1","0"
"822","27.48","27.11","27.09","27.99","28.97","30.35","32.13","34.14","34.78","35.79","35.84","Male","1","0","0"
"823","36.56","38.34","40.34","39.46","42.05","42.81","44.07","45.76","45.99","49.89","53.04","Male","0","0","1"
"824","30.96","32.71","33.39","35.27","36.93","37.67","39.75","42.01","43.75","44.79","45.54","Male","0","1","0"
"825","32.81","35.32","37.05","38.87","39.69","41.38","45.34","47.76","49.55","50.92","51.74","Male","0","0","1"
"826","18.12","19.58","21.33","22.66","23.66","23.85","23.92","24.94","26.32","27.36","28.86","Male","0","1","0"
"827","37.19","38","41.24","41.26","44.62","45.81","47.88","49.66","53.05","54.81","55.27","Male","0","0","1"
"828","24.78","26.19","25.86","24.97","27.85","28.41","31.75","31.82","33.6","34.87","34.15","Male","0","1","0"
"829","35.01","35.34","36.56","37.64","39.03","41.03","44.12","45.88","47.28","49.06","51.49","Male","0","0","1"
"830","31.12","33.03","34.27","36.76","37.5","38","37.97","40.93","42.83","44.52","46.41","Male","1","0","0"
"831","26.26","29.56","30.44","32.94","33.45","34.26","35.02","37.48","37.26","39.45","41.59","Male","0","1","0"
"832","18.41","20.64","21.47","23.51","23.63","25.11","26.26","26.76","28.11","30.22","31.31","Male","0","1","0"
"833","41.93","43.98","45.6","47.97","48.85","52.49","53.89","55.62","58.47","60.55","61.95","Male","0","0","1"
"834","27.46","27.93","30.85","31.57","33.37","34.05","35.23","36.87","36.93","38.23","39.51","Male","1","0","0"
"835","29.03","30.59","30.5","31.86","32.96","33.48","34.28","35.39","35.03","36.35","37.36","Male","1","0","0"
"836","23.16","25","26.31","27.67","29.18","31.45","33.32","33.72","33.16","36.02","37.18","Male","0","1","0"
"837","28.56","29.53","31.3","32.12","33.77","35.4","35.34","36.07","37.76","40.05","42.14","Male","0","1","0"
"838","32.27","34.12","35.57","36.25","38.6","39.68","42.2","43.37","44.21","47.24","50.79","Male","0","0","1"
"839","33.09","33.87","36.26","37.84","38.71","39.85","40.92","42.8","44.59","46.14","45.97","Male","0","0","1"
"840","22.52","23.82","25.5","25.8","25.54","26.02","27.16","28.04","30.6","30.71","33.14","Male","0","1","0"
"841","18.79","20.03","21.27","21.8","21.48","22.87","24.96","26.69","27.78","29.44","29.06","Male","0","1","0"
"842","25.39","27.48","29.84","31.52","32.99","35.59","36.98","38.85","39.53","41.79","44.52","Male","0","1","0"
"843","17.32","17.5","19.49","22.39","24.21","25.65","26.06","28.03","31.68","31.76","32.49","Male","0","1","0"
"844","27.54","30.44","32.18","34.72","35.91","37.86","40.49","41.39","44.94","47.73","50.64","Male","0","0","1"
"845","29.57","30.24","30.81","31.89","33.94","36.14","35.12","36.73","37.9","38.47","39.99","Male","1","0","0"
"846","32.07","34.03","36.09","38.57","41.16","42.49","42.47","44.31","46.39","47.59","48.85","Male","0","0","1"
"847","30.4","31.49","31.7","31.55","34.15","37.19","38.72","38.64","40.95","42.01","42.19","Male","0","1","0"
"848","30.64","30.36","31.3","32.2","35.45","37.43","38.31","39.47","39.54","42.36","42.42","Male","1","0","0"
"849","27.68","28.74","30.56","30.73","29.65","31.65","31.98","32.2","34.3","34.74","36.25","Male","0","1","0"
"850","34.61","36.42","38.06","39.21","41.83","42.85","42.82","45.3","46.89","48.05","49.01","Male","1","0","0"
"851","33.87","36.33","38.82","40.78","41.64","45.24","47.67","48.96","51.2","52.95","54.98","Male","0","0","1"
"852","23.38","24.98","25.25","27.07","29.81","30.97","31.06","31.41","34.82","35.3","36.69","Male","0","1","0"
"853","28.28","29.02","30.45","32.48","32.51","35.52","34.53","35.19","36.75","38.09","40.03","Male","0","1","0"
"854","22.65","23.09","22.89","25.12","26.05","27.35","30.62","32.75","34.64","35.7","37.31","Male","0","1","0"
"855","22.58","22.81","22.77","24.34","26.83","30.93","32.55","35.4","34.02","35.69","36.07","Male","0","1","0"
"856","38.03","39.35","42.17","43.9","44.73","47.15","48.67","51.24","52.52","54.11","55.51","Male","0","0","1"
"857","27.74","28.95","30.51","31.15","31.36","32.77","33.01","34.31","34.3","35.22","33.64","Male","0","1","0"
"858","31.9","33.64","35.68","38.26","39.15","40.59","42.95","44.56","47.31","49.09","51.93","Male","1","0","0"
"859","32.98","35.92","37.94","39.57","39.78","40.72","42.87","43.87","44.48","46.06","47.75","Male","0","1","0"
"860","33.32","35.73","36.17","38.43","40.4","41.47","41.11","41.56","41.54","44.54","46.13","Male","0","1","0"
"861","34.34","34.69","34.42","35.31","37.7","40.94","42.62","42.42","44.66","47.32","47.73","Male","1","0","0"
"862","30.5","29.89","30.23","32.66","33.8","36.25","37.66","40.26","42.89","43.18","44.06","Male","1","0","0"
"863","18.9","18.95","21.45","22.73","24.2","25.39","26.88","30.66","33.12","34.11","35.13","Male","0","1","0"
"864","40.38","43.09","45","47.72","48.43","50.87","54.02","57.14","58.87","61.16","63.97","Male","0","0","1"
"865","33.08","32.79","33.39","34.08","34.56","35.04","37.18","36.97","36.27","37.08","38.07","Male","1","0","0"
"866","24.19","26.3","28.95","29.46","31.06","32.97","33.6","35.03","37.81","39.25","39.51","Male","0","1","0"
"867","34.47","35.9","37.82","39.82","40.68","41.46","43.73","45.46","46.63","48.19","51.62","Male","0","0","1"
"868","34.42","36.49","35.82","37.09","37.87","38.78","39.25","41.43","43.74","45.96","47.82","Male","0","0","1"
"869","19.99","21.04","21.57","22.04","23.77","25.57","26.98","29.97","31.52","33.96","34.57","Male","0","1","0"
"870","36.1","37.65","38.42","40.16","42.01","43.67","45.4","47.64","50.73","52.07","55.17","Male","0","0","1"
"871","34.44","35.82","36.67","38.79","41.04","41.17","42.42","43.06","43.81","42.87","45.73","Male","0","0","1"
"872","21.61","22.92","23.27","24.81","26.5","27.67","29.31","30.16","31.89","32.9","32.62","Male","0","1","0"
"873","23.19","24.46","25.95","27.15","27.89","27.54","27.41","27.81","29.51","29.89","30.01","Male","0","1","0"
"874","23.5","26.64","27.21","29.82","30.7","30.42","29.65","30.31","31.04","31.96","33.96","Male","0","1","0"
"875","26.81","27.66","27.94","29.73","29.53","30.65","31.41","31.35","33.22","34.76","37.99","Male","0","1","0"
"876","31.88","33.77","34.49","35.18","36.18","37.12","37.17","36.94","38.29","39.17","39.61","Male","1","0","0"
"877","32.5","33.34","33.72","35.24","37.16","39.87","41.08","41.53","43.42","46.03","47.12","Male","0","1","0"
"878","30.32","30.62","31.97","32.86","32.48","34.66","36.26","37.57","38.51","41.18","41.86","Male","0","1","0"
"879","23.83","25.56","26.33","27.3","28.16","30.95","29.37","30.93","35.17","38.48","41.04","Male","0","1","0"
"880","35.65","36.21","38.14","40.61","43.03","45.12","47.72","48.91","51.16","52.95","55.95","Male","0","0","1"
"881","34.37","36.45","37.19","36.01","37.07","36.82","38.12","39.01","39.54","40.93","42.34","Male","0","1","0"
"882","27.88","30.08","30.62","32.57","34.81","34.51","35.07","38.05","40.36","43.93","46.16","Male","0","0","1"
"883","19.9","19.89","21.23","23.54","25.11","25.56","28.43","29.15","30.05","30.78","30.93","Male","0","1","0"
"884","15.15","16.66","18.05","19.44","20.05","22.77","25.08","25.75","26.37","27.34","27.57","Male","0","1","0"
"885","30.3","31.02","33.82","33.66","33.36","36.09","37.81","38.94","40.86","41.37","43.73","Male","0","1","0"
"886","29.09","30.6","32.29","35.47","39.04","40.77","43.11","45.28","47.03","49.92","51.28","Male","0","0","1"
"887","31.4","32.42","33.58","33.66","36.05","36.6","37.53","38.33","40.49","40.31","42.18","Male","0","1","0"
"888","31.4","31.61","35.83","35.33","35.91","37.73","38.41","37.48","39.11","41.02","42.75","Male","0","1","0"
"889","36.36","38.38","40.07","41.78","42.75","44.69","47.93","49.24","51.67","52.76","52.73","Male","0","0","1"
"890","28.07","29.82","29.88","31.81","33.27","32.83","34.89","36.74","38.01","38.63","39.81","Male","0","1","0"
"891","27.68","28.04","30.31","33.32","36.66","38.21","40.51","41.98","43.61","44.79","45.85","Male","0","1","0"
"892","38.93","40.88","41.47","42.92","44.51","47.46","50.35","53.54","57.52","58.2","59.46","Male","0","0","1"
"893","22.35","22.06","23.59","25.32","26.95","27.99","30.5","32.72","33.45","35.34","36.12","Male","0","1","0"
"894","32.23","34.35","35.91","37.07","37.43","37.83","39.14","40.18","41","43.03","45.7","Male","1","0","0"
"895","30.26","32.39","33.2","35.07","37.48","39.86","40.28","41.87","43.58","44.24","45.26","Male","1","0","0"
"896","39.84","40.78","42.94","46.17","50.2","53.25","54.35","57.92","59.7","60.64","63.69","Male","0","0","1"
"897","37.04","38.54","39.06","40.6","41.67","43.49","45.53","46.52","49.61","52.09","54.92","Male","0","0","1"
"898","32.72","34.64","37.25","38.97","40.01","40.76","44.97","46.27","47.15","49.81","51.85","Male","0","0","1"
"899","32.37","32.78","34.52","38.77","42.13","43.37","46.47","50.49","52.1","54.1","57.22","Male","0","0","1"
"900","22.46","22.52","23.52","24.6","25.19","25.51","24.2","25.43","28.34","28.7","32.36","Male","0","1","0"
"901","32.28","35.84","35.8","37.17","38.37","41.05","42.34","44.53","47.58","49.92","52.71","Male","0","0","1"
"902","40.39","42.26","43.94","44.83","47.06","49.51","51.99","54.79","56.41","58.54","62.26","Male","0","0","1"
"903","24.5","26.37","29.19","30.47","32.27","34.43","36.34","36.28","38.16","39.35","40.31","Male","0","1","0"
"904","26.17","27.57","28.24","28.74","28.81","27.94","30.2","32.49","34.16","34.77","35.9","Male","1","0","0"
"905","22.42","23.5","25","27.03","29.34","31.16","34.03","35.78","37.72","38.79","41.05","Male","0","1","0"
"906","32.59","34.82","37","38.7","40.46","43.22","44.95","47.17","47.74","49.55","50.26","Male","0","0","1"
"907","28.69","30.98","33.38","34","35.58","38.85","42.22","43.63","45.68","46.64","49.26","Male","1","0","0"
"908","22.72","24.13","24.36","25.29","25.19","24.5","24.94","26.13","26.95","28.05","28.89","Male","1","0","0"
"909","28.07","29.73","30.83","32.24","32.2","33.41","35.66","37.86","39.91","40.94","44.27","Male","0","1","0"
"910","28.77","30.55","32.56","34.63","36.15","38.2","40.23","42.08","43.04","43.48","45.98","Male","0","1","0"
"911","34.77","38.03","40.58","43.23","46.63","47.74","49.74","52.78","55.59","58.27","59.6","Male","0","0","1"
"912","21.62","21.4","22.22","22.91","23.92","25.39","25.84","26.63","27.05","29.54","32.01","Male","0","1","0"
"913","28.78","30.7","30.67","31.94","34.53","35.81","37.6","39.75","40.64","41.65","44.39","Male","0","0","1"
"914","19.77","21.01","22.58","21.5","22.36","24.14","24.39","26.71","27.81","30.47","30.1","Male","0","1","0"
"915","34.46","37.02","39.55","41.4","42.68","44.88","44.98","45.13","46.62","50.45","52.48","Male","0","0","1"
"916","41","41.79","45.08","47.17","50.17","52.1","55.02","57.2","58.21","60.32","64.68","Male","0","0","1"
"917","34.02","35.5","35.33","34.81","35.34","36.45","37.87","39.63","41.62","42.67","43.82","Male","0","1","0"
"918","32.27","33.73","36.03","37.56","39.11","37.91","39.16","40.36","40.2","42.8","45.24","Male","0","1","0"
"919","22.63","22.93","26.25","27.2","27.65","28.76","30.61","31.49","34.39","34.35","34.32","Male","0","1","0"
"920","31.92","34.97","37.26","38.05","39.99","41.57","44.33","46.41","47.65","47.94","51.12","Male","0","0","1"
"921","18.18","19.72","18.88","20.77","22.01","23.48","23.46","22.55","23.75","25.96","27.22","Male","0","1","0"
"922","33.75","35.53","36.21","35.57","34.81","34.45","35.45","35.59","37.26","39.83","39.24","Male","1","0","0"
"923","40.23","42.1","44.06","46.98","48.64","50.65","51.38","54.6","55.73","56.9","58.73","Male","0","0","1"
"924","27.81","29.74","31.15","32.25","33.79","34.98","36.71","37.1","39.75","39.08","40.11","Male","0","1","0"
"925","29.64","29.94","31.88","32.93","34.59","36.09","36.44","36.77","39.93","42.8","45.26","Male","0","1","0"
"926","31.69","33.34","34.75","36.99","37.82","38.51","42.07","44.58","45.96","48.17","50.19","Male","0","1","0"
"927","32.87","34.75","37.04","37.53","38.73","40.13","41.55","42.54","44.44","47.35","49.05","Male","0","1","0"
"928","22.76","24.45","24.25","23.15","25.44","27.11","29.2","31.02","33.05","34.28","37.6","Male","0","1","0"
"929","31.67","31.3","29.71","31.41","33.21","35.05","36.65","38.6","38.48","39.88","41.87","Male","0","1","0"
"930","23.47","24.76","25.91","27.39","27.72","28.73","29.35","31.11","32","35.06","36.34","Male","0","1","0"
"931","29.4","31.52","33.39","33.54","34.8","36.67","37.63","40.69","40.88","41.73","43.97","Male","0","1","0"
"932","34.85","37.18","39.82","41.28","43.54","45.25","48.36","49.67","54.06","55.61","57.19","Male","0","0","1"
"933","28.67","28.54","30.99","32.88","33.21","34.41","34.99","36.65","37.73","41.56","42.24","Male","0","1","0"
"934","31.42","33.16","34.33","37.35","39.89","42.08","44.67","47.36","48.82","52.72","55.36","Male","0","0","1"
"935","31.51","32.18","32.48","32.59","34.76","36","37.6","38.64","39.47","41.78","42.9","Male","1","0","0"
"936","32.15","33.54","33.5","35.54","34.98","37.21","39.88","41.57","43.35","43.81","44.19","Male","1","0","0"
"937","30.72","31.07","33.8","34.58","35.27","35.18","34.56","35.38","37.08","38.21","40.31","Male","0","1","0"
"938","39.83","40.51","43.25","44.31","46.58","50.17","52.67","54.83","56.08","58.97","64","Male","0","0","1"
"939","26.22","27.9","30.62","30.62","33.68","34.16","36.08","37.29","38.08","38.76","39.58","Male","1","0","0"
"940","24.09","25.01","26.54","27.81","30.47","30.17","32.52","34.43","34.7","35.7","36.97","Male","0","1","0"
"941","25.32","24.72","26.78","27.85","29.15","30.84","33.06","35.17","34.33","35.39","36.2","Male","0","1","0"
"942","40.29","42.99","46.37","47.92","49.86","50.75","52.45","54.37","55.28","57.26","60.45","Male","0","0","1"
"943","26.7","26.85","28.04","27.51","31.89","32.71","34.19","36.84","38.76","40.46","43.23","Male","0","1","0"
"944","24.03","24.68","26.81","28.15","27.6","27.62","27.44","28.41","29.52","30.32","30.47","Male","1","0","0"
"945","41.12","42.84","44.47","47.05","48.79","51.83","53.36","54.97","55.69","56.14","58.19","Male","0","0","1"
"946","39.45","39.3","40.92","41.99","43.68","45.67","48.1","50.53","51.4","54.02","56.85","Male","0","0","1"
"947","37.12","39.53","42.05","43.46","44.97","47.42","50.38","51.81","54.76","55.25","57.5","Male","0","0","1"
"948","34.26","34.23","35.65","39.05","41.24","42.09","46.21","48.57","49.77","51","52.15","Male","0","0","1"
"949","33.66","33.31","35.06","35.63","36.03","35.63","35.99","38.23","40.77","42.45","44.13","Male","1","0","0"
"950","21.76","21.1","22.56","22.54","25.68","27.95","29.35","30.77","31.1","34.66","36.57","Male","0","1","0"
"951","29.19","30.77","31.54","32.14","33.95","36.16","37.19","39.99","40.25","41.18","41.13","Male","0","1","0"
"952","29.92","31.99","33.9","36.48","36.92","38.13","39.59","39.99","41.46","42.43","44.61","Male","0","1","0"
"953","34.97","34.51","37.82","37.83","41.18","41.15","42.13","45.05","44.68","46.56","46.91","Male","1","0","0"
"954","32.03","33.84","34.62","36.01","37.26","39.69","40.59","42.51","42.94","44.54","44.65","Male","0","1","0"
"955","28.97","30.03","30.61","33.03","33.98","35.08","34.58","36.72","37.61","39.65","38.5","Male","0","1","0"
"956","41","42.8","44.43","46.98","49.52","50.16","53.8","57.33","58.48","62.98","65.69","Male","0","0","1"
"957","26.58","28.11","28.99","32.2","33.22","33.93","35.89","37.11","39.53","41.75","43.53","Male","0","1","0"
"958","20.93","23.14","26.1","27.03","27.97","29.86","31.79","34.18","35.88","36.96","38.52","Male","0","1","0"
"959","22.47","23.8","25.81","26.74","27.75","29.24","30.24","32.53","32.08","34.3","36.72","Male","0","1","0"
"960","34.17","37.43","40.31","42.45","43.14","44.47","47.18","48.88","50.48","50.86","52.38","Male","0","1","0"
"961","32.09","33.68","35.28","35.97","37.88","40.02","41.59","43.69","45.77","48.25","49.25","Male","0","0","1"
"962","18.95","21.59","21.66","24.53","25.08","26.36","26.97","29.09","29.57","30.11","28.88","Male","1","0","0"
"963","30.83","30.78","30.39","32.88","33.09","33.47","35.25","36.38","36.67","38.73","38.19","Male","1","0","0"
"964","30.41","30.86","33.05","34.17","35.67","36.2","39.36","42.67","43.88","45.15","45.72","Male","0","0","1"
"965","23.15","23.7","24.29","25.24","24.72","25.83","27.55","27.87","28.17","29.77","33.12","Male","0","1","0"
"966","49.28","52.39","53.18","54.4","57.42","59.43","60.43","61.61","62.27","65.43","68","Male","0","0","1"
"967","24.63","26.33","27.56","29.46","30.71","30.96","33.73","35.01","35.58","36.91","38.42","Male","1","0","0"
"968","35.5","37.25","39.9","41.78","43.33","44.19","45.35","45.34","45.16","47.68","49.61","Male","0","1","0"
"969","20.93","20.55","22.81","25.22","27.08","28.44","30.69","33.94","36.29","38.08","41.74","Male","0","0","1"
"970","23.79","25.69","28.22","29.62","31.4","34.06","35.86","37.75","40.2","43.26","44.58","Male","0","1","0"
"971","27.15","29.15","30.77","31.59","32.96","34.06","37.25","38.49","40.92","43.75","43.8","Male","0","1","0"
"972","43.41","46.43","47.69","51.4","53.35","56.01","57.59","59.33","62.34","66.8","70.23","Male","0","0","1"
"973","23.48","24.05","24.73","26.35","27.28","27.82","28.04","30.21","30.54","32.19","34.25","Male","1","0","0"
"974","20.08","21.13","23.89","25.09","26.68","28.27","29.75","31.38","30.51","31.39","32","Male","0","1","0"
